Matricule;Annee;Mois;Type;Libelle;Montant
010995;2009;1;D;IRCANTEC TR. A;0,14
010995;2009;1;D;IRCANTEC TR. A;0,14
010995;2009;1;D;IRCANTEC TR. A;0,14
010995;2009;1;D;IRCANTEC TR. A;0,14
010995;2009;1;D;IRCANTEC TR. A;0,15
010995;2009;1;D;IRCANTEC TR. A;0,14
010995;2009;1;D;IRCANTEC TR. A;22,82
010995;2009;1;C;IRCANTEC TR. A;0,21
010995;2009;1;C;IRCANTEC TR. A;0,21
010995;2009;1;C;IRCANTEC TR. A;0,21
010995;2009;1;C;IRCANTEC TR. A;0,22
010995;2009;1;C;IRCANTEC TR. A;0,23
010995;2009;1;C;IRCANTEC TR. A;0,22
010995;2009;1;C;IRCANTEC TR. A;34,29
010995;2009;2;D;IRCANTEC TR. A;22,82
010995;2009;2;C;IRCANTEC TR. A;34,29
010995;2009;3;D;IRCANTEC TR. A;0,01
010995;2009;3;D;IRCANTEC TR. A;0,01
010995;2009;3;D;IRCANTEC TR. A;0,01
010995;2009;3;D;IRCANTEC TR. A;22,83
010995;2009;3;C;IRCANTEC TR. A;0,01
010995;2009;3;C;IRCANTEC TR. A;34,29
010995;2009;4;D;IRCANTEC TR. A;33,77
010995;2009;4;C;IRCANTEC TR. A;50,72
010995;2009;5;D;IRCANTEC TR. A;23,04
010995;2009;5;C;IRCANTEC TR. A;34,61
010995;2009;6;D;IRCANTEC TR. A;19,15
010995;2009;6;C;IRCANTEC TR. A;28,77
010995;2009;7;D;IRCANTEC TR. A;23,15
010995;2009;7;C;IRCANTEC TR. A;34,77
010995;2009;8;D;IRCANTEC TR. A;3,62
010995;2009;8;D;IRCANTEC TR. A;12,46
010995;2009;8;C;IRCANTEC TR. A;5,44
010995;2009;8;C;IRCANTEC TR. A;18,71
010995;2009;9;D;IRCANTEC TR. A;23,15
010995;2009;9;C;IRCANTEC TR. A;0,01
010995;2009;9;C;IRCANTEC TR. A;34,78
010995;2009;10;D;IRCANTEC TR. A;21,77
010995;2009;10;C;IRCANTEC TR. A;32,7
010995;2009;11;D;IRCANTEC TR. A;13,59
010995;2009;11;C;IRCANTEC TR. A;20,41
010995;2009;12;D;IRCANTEC TR. A;23,22
010995;2009;12;C;IRCANTEC TR. A;34,88
010995;2010;1;D;IRCANTEC TR. A;23,22
010995;2010;1;C;IRCANTEC TR. A;34,88
010995;2010;2;D;IRCANTEC TR. A;23,22
010995;2010;2;C;IRCANTEC TR. A;34,88
010995;2010;3;D;IRCANTEC TR. A;23,22
010995;2010;3;C;IRCANTEC TR. A;34,88
010995;2010;4;D;IRCANTEC TR. A;34,51
010995;2010;4;C;IRCANTEC TR. A;51,85
010995;2010;5;D;IRCANTEC TR. A;23,22
010995;2010;5;C;IRCANTEC TR. A;34,88
010995;2010;6;D;IRCANTEC TR. A;23,22
010995;2010;6;C;IRCANTEC TR. A;34,88
010995;2010;7;D;IRCANTEC TR. A;0,6
010995;2010;7;D;IRCANTEC TR. A;23,33
010995;2010;7;C;IRCANTEC TR. A;0,91
010995;2010;7;C;IRCANTEC TR. A;35,04
010995;2010;8;D;IRCANTEC TR. A;23,33
010995;2010;8;C;IRCANTEC TR. A;35,04
010995;2010;9;D;IRCANTEC TR. A;23,16
010995;2010;9;C;IRCANTEC TR. A;34,79
010995;2010;10;D;IRCANTEC TR. A;23,16
010995;2010;10;C;IRCANTEC TR. A;34,79
010995;2010;11;D;IRCANTEC TR. A;23,33
010995;2010;11;C;IRCANTEC TR. A;35,04
010995;2010;12;D;IRCANTEC TR. A;23,33
010995;2010;12;C;IRCANTEC TR. A;35,04
010995;2011;1;D;IRCANTEC TR. A;23,64
010995;2011;1;C;IRCANTEC TR. A;35,35
010995;2011;2;D;IRCANTEC TR. A;0,22
010995;2011;2;D;IRCANTEC TR. A;23,86
010995;2011;2;C;IRCANTEC TR. A;0,34
010995;2011;2;C;IRCANTEC TR. A;35,69
010995;2011;3;D;IRCANTEC TR. A;23,86
010995;2011;3;C;IRCANTEC TR. A;35,69
010995;2011;4;D;IRCANTEC TR. A;35,46
010995;2011;4;C;IRCANTEC TR. A;53,03
010995;2011;5;D;IRCANTEC TR. A;24,01
010995;2011;5;C;IRCANTEC TR. A;35,91
010995;2011;6;D;IRCANTEC TR. A;24,01
010995;2011;6;C;IRCANTEC TR. A;35,91
010995;2011;7;D;IRCANTEC TR. A;1,55
010995;2011;7;D;IRCANTEC TR. A;24,01
010995;2011;7;C;IRCANTEC TR. A;2,32
010995;2011;7;C;IRCANTEC TR. A;35,91
010995;2011;8;D;IRCANTEC TR. A;24,01
010995;2011;8;C;IRCANTEC TR. A;35,91
010995;2011;9;D;IRCANTEC TR. A;24,01
010995;2011;9;C;IRCANTEC TR. A;35,91
010995;2011;10;D;IRCANTEC TR. A;24,01
010995;2011;10;C;IRCANTEC TR. A;35,91
010995;2011;11;D;IRCANTEC TR. A;24,01
010995;2011;11;C;IRCANTEC TR. A;35,91
010995;2011;12;D;IRCANTEC TR. A;24,08
010995;2011;12;C;IRCANTEC TR. A;36,02
010995;2012;1;D;IRCANTEC TR. A;20,57
010995;2012;1;C;IRCANTEC TR. A;29,85
010995;2012;2;D;IRCANTEC TR. A;0,31
010995;2012;2;D;IRCANTEC TR. A;26,54
010995;2012;2;C;IRCANTEC TR. A;0,45
010995;2012;2;C;IRCANTEC TR. A;38,51
010995;2012;3;D;IRCANTEC TR. A;26,54
010995;2012;3;C;IRCANTEC TR. A;38,51
010995;2012;4;D;IRCANTEC TR. A;38,34
010995;2012;4;C;IRCANTEC TR. A;55,63
010995;2012;5;D;IRCANTEC TR. A;26,54
010995;2012;5;C;IRCANTEC TR. A;38,51
010995;2012;6;D;IRCANTEC TR. A;26,54
010995;2012;6;C;IRCANTEC TR. A;38,51
010995;2012;7;D;IRCANTEC TR. A;0,66
010995;2012;7;D;IRCANTEC TR. A;27
010995;2012;7;C;IRCANTEC TR. A;0,96
010995;2012;7;C;IRCANTEC TR. A;39,18
010995;2012;8;D;IRCANTEC TR. A;27
010995;2012;8;C;IRCANTEC TR. A;39,18
010995;2012;9;D;IRCANTEC TR. A;27
010995;2012;9;C;IRCANTEC TR. A;39,18
020772;2009;1;D;IRCANTEC TR. A;0,12
020772;2009;1;D;IRCANTEC TR. A;0,11
020772;2009;1;D;IRCANTEC TR. A;0,12
020772;2009;1;D;IRCANTEC TR. A;0,13
020772;2009;1;D;IRCANTEC TR. A;0,23
020772;2009;1;D;IRCANTEC TR. A;0,23
020772;2009;1;D;IRCANTEC TR. A;18,34
020772;2009;1;C;IRCANTEC TR. A;0,17
020772;2009;1;C;IRCANTEC TR. A;0,17
020772;2009;1;C;IRCANTEC TR. A;0,17
020772;2009;1;C;IRCANTEC TR. A;0,19
020772;2009;1;C;IRCANTEC TR. A;0,35
020772;2009;1;C;IRCANTEC TR. A;0,35
020772;2009;1;C;IRCANTEC TR. A;27,55
020772;2009;2;D;IRCANTEC TR. A;18,34
020772;2009;2;C;IRCANTEC TR. A;27,55
020772;2009;3;D;IRCANTEC TR. A;17,81
020772;2009;3;C;IRCANTEC TR. A;0,01
020772;2009;3;C;IRCANTEC TR. A;26,76
020772;2009;4;D;IRCANTEC TR. A;27,51
020772;2009;4;C;IRCANTEC TR. A;41,33
020772;2009;5;D;IRCANTEC TR. A;18,34
020772;2009;5;C;IRCANTEC TR. A;27,55
020772;2009;6;D;IRCANTEC TR. A;9,47
020772;2009;6;C;IRCANTEC TR. A;14,22
020772;2009;7;D;IRCANTEC TR. A;18,42
020772;2009;7;C;IRCANTEC TR. A;27,68
020772;2009;8;D;IRCANTEC TR. A;18,42
020772;2009;8;C;IRCANTEC TR. A;27,68
020772;2009;9;D;IRCANTEC TR. A;0,01
020772;2009;9;D;IRCANTEC TR. A;0,01
020772;2009;9;D;IRCANTEC TR. A;18,43
020772;2009;9;C;IRCANTEC TR. A;27,68
020772;2009;10;D;IRCANTEC TR. A;18,48
020772;2009;10;C;IRCANTEC TR. A;27,76
020772;2009;11;D;IRCANTEC TR. A;18,48
020772;2009;11;C;IRCANTEC TR. A;27,76
020772;2009;12;D;IRCANTEC TR. A;18,48
020772;2009;12;C;IRCANTEC TR. A;27,76
020772;2010;1;D;IRCANTEC TR. A;18,48
020772;2010;1;C;IRCANTEC TR. A;27,76
020772;2010;2;D;IRCANTEC TR. A;12,92
020772;2010;2;C;IRCANTEC TR. A;19,41
020772;2010;4;D;IRCANTEC TR. A;9
020772;2010;4;C;IRCANTEC TR. A;13,51
020772;2010;9;D;IRCANTEC TR. A;1,49
020772;2010;9;C;IRCANTEC TR. A;2,25
040900;2009;1;D;IRCANTEC TR. A;0,2
040900;2009;1;D;IRCANTEC TR. A;0,2
040900;2009;1;D;IRCANTEC TR. A;0,2
040900;2009;1;D;IRCANTEC TR. A;0,21
040900;2009;1;D;IRCANTEC TR. A;0,2
040900;2009;1;D;IRCANTEC TR. A;0,21
040900;2009;1;D;IRCANTEC TR. A;16,46
040900;2009;1;C;IRCANTEC TR. A;0,31
040900;2009;1;C;IRCANTEC TR. A;0,31
040900;2009;1;C;IRCANTEC TR. A;0,31
040900;2009;1;C;IRCANTEC TR. A;0,31
040900;2009;1;C;IRCANTEC TR. A;0,3
040900;2009;1;C;IRCANTEC TR. A;0,31
040900;2009;1;C;IRCANTEC TR. A;24,73
040900;2009;2;D;IRCANTEC TR. A;16,46
040900;2009;2;C;IRCANTEC TR. A;24,73
040900;2009;3;D;IRCANTEC TR. A;16,46
040900;2009;3;C;IRCANTEC TR. A;0,01
040900;2009;3;C;IRCANTEC TR. A;24,73
040900;2009;4;D;IRCANTEC TR. A;24,53
040900;2009;4;C;IRCANTEC TR. A;36,85
040900;2009;5;D;IRCANTEC TR. A;16,46
040900;2009;5;C;IRCANTEC TR. A;24,73
040900;2009;6;D;IRCANTEC TR. A;16,46
040900;2009;6;C;IRCANTEC TR. A;24,73
040900;2009;7;D;IRCANTEC TR. A;16,54
040900;2009;7;C;IRCANTEC TR. A;24,84
040900;2009;8;D;IRCANTEC TR. A;16,54
040900;2009;8;C;IRCANTEC TR. A;24,84
040900;2009;9;D;IRCANTEC TR. A;16,54
040900;2009;9;C;IRCANTEC TR. A;24,84
040900;2009;10;D;IRCANTEC TR. A;16,58
040900;2009;10;C;IRCANTEC TR. A;24,91
040900;2009;11;D;IRCANTEC TR. A;16,84
040900;2009;11;C;IRCANTEC TR. A;25,3
040900;2009;12;D;IRCANTEC TR. A;16,84
040900;2009;12;C;IRCANTEC TR. A;25,3
040900;2010;1;D;IRCANTEC TR. A;0,01
040900;2010;1;D;IRCANTEC TR. A;0,16
040900;2010;1;D;IRCANTEC TR. A;17,26
040900;2010;1;C;IRCANTEC TR. A;0,23
040900;2010;1;C;IRCANTEC TR. A;25,93
040900;2010;2;D;IRCANTEC TR. A;17,26
040900;2010;2;C;IRCANTEC TR. A;25,93
040900;2010;3;D;IRCANTEC TR. A;17,26
040900;2010;3;C;IRCANTEC TR. A;25,93
040900;2010;4;D;IRCANTEC TR. A;25,33
040900;2010;4;C;IRCANTEC TR. A;38,05
040900;2010;5;D;IRCANTEC TR. A;17,26
040900;2010;5;C;IRCANTEC TR. A;25,93
040900;2010;6;D;IRCANTEC TR. A;17,26
040900;2010;6;C;IRCANTEC TR. A;25,93
040900;2010;7;D;IRCANTEC TR. A;17,34
040900;2010;7;C;IRCANTEC TR. A;26,05
040900;2010;8;D;IRCANTEC TR. A;17,34
040900;2010;8;C;IRCANTEC TR. A;26,05
040900;2010;9;D;IRCANTEC TR. A;17,34
040900;2010;9;C;IRCANTEC TR. A;26,05
040900;2010;10;D;IRCANTEC TR. A;17,34
040900;2010;10;C;IRCANTEC TR. A;26,05
040900;2010;11;D;IRCANTEC TR. A;17,34
040900;2010;11;C;IRCANTEC TR. A;26,05
040900;2010;12;D;IRCANTEC TR. A;17,34
040900;2010;12;C;IRCANTEC TR. A;26,05
040900;2011;1;D;IRCANTEC TR. A;17,57
040900;2011;1;C;IRCANTEC TR. A;26,28
040900;2011;2;D;IRCANTEC TR. A;17,57
040900;2011;2;C;IRCANTEC TR. A;26,28
040900;2011;3;D;IRCANTEC TR. A;17,57
040900;2011;3;C;IRCANTEC TR. A;26,28
040900;2011;4;D;IRCANTEC TR. A;25,75
040900;2011;4;C;IRCANTEC TR. A;38,51
040900;2011;5;D;IRCANTEC TR. A;17,57
040900;2011;5;C;IRCANTEC TR. A;26,28
040900;2011;6;D;IRCANTEC TR. A;17,57
040900;2011;6;C;IRCANTEC TR. A;26,28
040900;2011;7;D;IRCANTEC TR. A;17,57
040900;2011;7;C;IRCANTEC TR. A;26,28
040900;2011;8;D;IRCANTEC TR. A;1,61
040900;2011;8;D;IRCANTEC TR. A;17,57
040900;2011;8;C;IRCANTEC TR. A;2,4
040900;2011;8;C;IRCANTEC TR. A;26,28
040900;2011;9;D;IRCANTEC TR. A;17,57
040900;2011;9;C;IRCANTEC TR. A;26,28
040900;2011;10;D;IRCANTEC TR. A;2,68
040900;2011;10;D;IRCANTEC TR. A;17,57
040900;2011;10;C;IRCANTEC TR. A;4,01
040900;2011;10;C;IRCANTEC TR. A;26,28
040900;2011;11;D;IRCANTEC TR. A;18,1
040900;2011;11;C;IRCANTEC TR. A;27,07
040900;2011;12;D;IRCANTEC TR. A;18,1
040900;2011;12;C;IRCANTEC TR. A;27,07
040900;2012;1;D;IRCANTEC TR. A;19,61
040900;2012;1;C;IRCANTEC TR. A;28,46
040900;2012;2;D;IRCANTEC TR. A;19,61
040900;2012;2;C;IRCANTEC TR. A;28,46
040900;2012;3;D;IRCANTEC TR. A;19,61
040900;2012;3;C;IRCANTEC TR. A;28,46
040900;2012;4;D;IRCANTEC TR. A;28,04
040900;2012;4;C;IRCANTEC TR. A;40,69
040900;2012;5;D;IRCANTEC TR. A;19,61
040900;2012;5;C;IRCANTEC TR. A;28,46
040900;2012;6;D;IRCANTEC TR. A;19,61
040900;2012;6;C;IRCANTEC TR. A;28,46
040900;2012;7;D;IRCANTEC TR. A;19,61
040900;2012;7;C;IRCANTEC TR. A;28,46
040900;2012;8;D;IRCANTEC TR. A;1,67
040900;2012;8;D;IRCANTEC TR. A;19,61
040900;2012;8;C;IRCANTEC TR. A;2,41
040900;2012;8;C;IRCANTEC TR. A;28,46
040900;2012;9;D;IRCANTEC TR. A;19,61
040900;2012;9;C;IRCANTEC TR. A;28,46
040900;2012;10;D;IRCANTEC TR. A;19,61
040900;2012;10;C;IRCANTEC TR. A;28,46
040900;2012;11;D;IRCANTEC TR. A;19,61
040900;2012;11;C;IRCANTEC TR. A;28,46
040900;2012;12;D;IRCANTEC TR. A;19,61
040900;2012;12;C;IRCANTEC TR. A;28,46
040900;2013;1;D;IRCANTEC TR. A;20,45
040900;2013;1;C;IRCANTEC TR. A;30,71
040900;2013;2;D;IRCANTEC TR. A;9,54
040900;2013;2;C;IRCANTEC TR. A;14,33
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,05
040900;2013;9;D;IRCANTEC TR. A;0,04
040900;2013;9;D;IRCANTEC TR. A;0,02
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,07
040900;2013;9;C;IRCANTEC TR. A;0,03
300227;2011;4;D;IRCANTEC TR. A;1,26
300227;2011;4;D;IRCANTEC TR. A;3,66
300227;2011;4;C;IRCANTEC TR. A;1,89
300227;2011;4;C;IRCANTEC TR. A;5,47
300227;2011;6;D;IRCANTEC TR. A;0,69
300227;2011;6;C;IRCANTEC TR. A;1,03
300227;2011;11;D;IRCANTEC TR. A;1,49
300227;2011;11;C;IRCANTEC TR. A;2,23
300227;2012;2;D;IRCANTEC TR. A;2,13
300227;2012;2;C;IRCANTEC TR. A;3,09
300227;2012;3;D;IRCANTEC TR. A;2,37
300227;2012;3;C;IRCANTEC TR. A;3,44
300227;2012;4;D;IRCANTEC TR. A;3,91
300227;2012;4;C;IRCANTEC TR. A;5,67
300227;2012;5;D;IRCANTEC TR. A;1,42
300227;2012;5;C;IRCANTEC TR. A;2,06
300227;2012;6;D;IRCANTEC TR. A;0,71
300227;2012;6;C;IRCANTEC TR. A;1,03
300227;2012;7;D;IRCANTEC TR. A;0,83
300227;2012;7;C;IRCANTEC TR. A;1,2
300227;2012;10;D;IRCANTEC TR. A;1,66
300227;2012;10;C;IRCANTEC TR. A;2,41
300227;2012;11;D;IRCANTEC TR. A;1,42
300227;2012;11;C;IRCANTEC TR. A;2,06
300227;2012;12;D;IRCANTEC TR. A;2,49
300227;2012;12;C;IRCANTEC TR. A;3,61
300227;2013;1;D;IRCANTEC TR. A;2,29
300227;2013;1;C;IRCANTEC TR. A;3,43
300227;2013;2;D;IRCANTEC TR. A;3,33
300227;2013;2;C;IRCANTEC TR. A;5,01
300227;2013;3;D;IRCANTEC TR. A;2,34
300227;2013;3;C;IRCANTEC TR. A;3,52
300227;2013;4;D;IRCANTEC TR. A;1,67
300227;2013;4;C;IRCANTEC TR. A;2,51
300227;2013;5;D;IRCANTEC TR. A;1,42
300227;2013;5;C;IRCANTEC TR. A;2,14
300227;2013;7;D;IRCANTEC TR. A;0,99
300227;2013;7;C;IRCANTEC TR. A;1,48
300227;2013;9;D;IRCANTEC TR. A;0,99
300227;2013;9;C;IRCANTEC TR. A;1,48
300227;2013;10;D;IRCANTEC TR. A;0,74
300227;2013;10;C;IRCANTEC TR. A;1,11
300227;2013;11;D;IRCANTEC TR. A;2,34
300227;2013;11;C;IRCANTEC TR. A;3,52
300227;2013;12;D;IRCANTEC TR. A;2,22
300227;2013;12;C;IRCANTEC TR. A;3,34
300437;2009;1;D;IRCANTEC TR. A;0,07
300437;2009;1;D;IRCANTEC TR. A;0,05
300437;2009;1;D;IRCANTEC TR. A;0,06
300437;2009;1;D;IRCANTEC TR. A;0,07
300437;2009;1;D;IRCANTEC TR. A;0,07
300437;2009;1;D;IRCANTEC TR. A;4,79
300437;2009;1;D;IRCANTEC TR. A;16,25
300437;2009;1;C;IRCANTEC TR. A;0,11
300437;2009;1;C;IRCANTEC TR. A;0,08
300437;2009;1;C;IRCANTEC TR. A;0,09
300437;2009;1;C;IRCANTEC TR. A;0,1
300437;2009;1;C;IRCANTEC TR. A;0,09
300437;2009;1;C;IRCANTEC TR. A;7,19
300437;2009;1;C;IRCANTEC TR. A;24,41
300437;2009;2;D;IRCANTEC TR. A;1,98
300437;2009;2;D;IRCANTEC TR. A;16,25
300437;2009;2;C;IRCANTEC TR. A;2,98
300437;2009;2;C;IRCANTEC TR. A;24,41
300437;2009;3;D;IRCANTEC TR. A;3,26
300437;2009;3;D;IRCANTEC TR. A;16,25
300437;2009;3;C;IRCANTEC TR. A;0,01
300437;2009;3;C;IRCANTEC TR. A;4,9
300437;2009;3;C;IRCANTEC TR. A;24,42
300437;2009;4;D;IRCANTEC TR. A;3,55
300437;2009;4;D;IRCANTEC TR. A;27,03
300437;2009;4;C;IRCANTEC TR. A;5,33
300437;2009;4;C;IRCANTEC TR. A;40,61
300437;2009;5;D;IRCANTEC TR. A;3,55
300437;2009;5;D;IRCANTEC TR. A;16,3
300437;2009;5;C;IRCANTEC TR. A;5,33
300437;2009;5;C;IRCANTEC TR. A;24,49
300437;2009;6;D;IRCANTEC TR. A;5,5
300437;2009;6;D;IRCANTEC TR. A;16,3
300437;2009;6;C;IRCANTEC TR. A;8,26
300437;2009;6;C;IRCANTEC TR. A;24,49
300437;2009;7;D;IRCANTEC TR. A;4,86
300437;2009;7;D;IRCANTEC TR. A;16,48
300437;2009;7;C;IRCANTEC TR. A;7,29
300437;2009;7;C;IRCANTEC TR. A;24,76
300437;2009;8;D;IRCANTEC TR. A;14,24
300437;2009;8;C;IRCANTEC TR. A;21,39
300437;2009;9;D;IRCANTEC TR. A;7,01
300437;2009;9;D;IRCANTEC TR. A;16,48
300437;2009;9;C;IRCANTEC TR. A;10,53
300437;2009;9;C;IRCANTEC TR. A;24,76
300437;2009;10;D;IRCANTEC TR. A;14,42
300437;2009;10;D;IRCANTEC TR. A;16,53
300437;2009;10;C;IRCANTEC TR. A;21,66
300437;2009;10;C;IRCANTEC TR. A;24,83
300437;2009;11;D;IRCANTEC TR. A;8,44
300437;2009;11;D;IRCANTEC TR. A;16,53
300437;2009;11;C;IRCANTEC TR. A;12,68
300437;2009;11;C;IRCANTEC TR. A;24,83
300437;2009;12;D;IRCANTEC TR. A;1,81
300437;2009;12;D;IRCANTEC TR. A;13,39
300437;2009;12;C;IRCANTEC TR. A;2,72
300437;2009;12;C;IRCANTEC TR. A;20,11
300437;2010;1;D;IRCANTEC TR. A;2,31
300437;2010;1;D;IRCANTEC TR. A;16,53
300437;2010;1;C;IRCANTEC TR. A;3,47
300437;2010;1;C;IRCANTEC TR. A;24,83
300437;2010;2;D;IRCANTEC TR. A;7,84
300437;2010;2;D;IRCANTEC TR. A;16,53
300437;2010;2;C;IRCANTEC TR. A;11,78
300437;2010;2;C;IRCANTEC TR. A;24,83
300437;2010;3;D;IRCANTEC TR. A;3,92
300437;2010;3;D;IRCANTEC TR. A;16,53
300437;2010;3;C;IRCANTEC TR. A;5,89
300437;2010;3;C;IRCANTEC TR. A;24,83
300437;2010;4;D;IRCANTEC TR. A;9,8
300437;2010;4;D;IRCANTEC TR. A;27,25
300437;2010;4;C;IRCANTEC TR. A;14,72
300437;2010;4;C;IRCANTEC TR. A;40,94
300437;2010;5;D;IRCANTEC TR. A;5,83
300437;2010;5;D;IRCANTEC TR. A;16,53
300437;2010;5;C;IRCANTEC TR. A;8,75
300437;2010;5;C;IRCANTEC TR. A;24,83
300437;2010;6;D;IRCANTEC TR. A;12,86
300437;2010;6;D;IRCANTEC TR. A;16,53
300437;2010;6;C;IRCANTEC TR. A;19,32
300437;2010;6;C;IRCANTEC TR. A;24,83
300437;2010;7;D;IRCANTEC TR. A;14,47
300437;2010;7;D;IRCANTEC TR. A;16,61
300437;2010;7;C;IRCANTEC TR. A;21,74
300437;2010;7;C;IRCANTEC TR. A;24,95
300437;2010;8;D;IRCANTEC TR. A;16,61
300437;2010;8;C;IRCANTEC TR. A;24,95
300437;2010;9;D;IRCANTEC TR. A;16,61
300437;2010;9;C;IRCANTEC TR. A;24,95
300437;2010;10;D;IRCANTEC TR. A;14,95
300437;2010;10;D;IRCANTEC TR. A;16,61
300437;2010;10;C;IRCANTEC TR. A;22,46
300437;2010;10;C;IRCANTEC TR. A;24,95
300437;2010;11;D;IRCANTEC TR. A;8,39
300437;2010;11;D;IRCANTEC TR. A;16,66
300437;2010;11;C;IRCANTEC TR. A;12,6
300437;2010;11;C;IRCANTEC TR. A;25,03
300437;2010;12;D;IRCANTEC TR. A;13,28
300437;2010;12;D;IRCANTEC TR. A;16,66
